 1.000E-03   6.459E+01
 1.065E-03   6.242E+01
 1.134E-03   6.013E+01
 1.207E-03   5.774E+01
 1.285E-03   5.527E+01
 1.369E-03   5.275E+01
 1.457E-03   5.019E+01
 1.552E-03   4.761E+01
 1.652E-03   4.503E+01
 1.759E-03   4.247E+01
 1.873E-03   3.994E+01
 1.995E-03   3.745E+01
 2.124E-03   3.502E+01
 2.262E-03   3.265E+01
 2.408E-03   3.036E+01
 2.564E-03   2.815E+01
 2.730E-03   2.603E+01
 2.907E-03   2.399E+01
 3.095E-03   2.205E+01
 3.296E-03   2.021E+01
 3.510E-03   1.846E+01
 3.737E-03   1.680E+01
 3.979E-03   1.524E+01
 4.237E-03   1.378E+01
 4.511E-03   1.240E+01
 4.804E-03   1.110E+01
 5.115E-03   9.889E+00
 5.446E-03   8.753E+00
 5.799E-03   7.691E+00
 6.175E-03   6.700E+00
 6.575E-03   5.777E+00
 7.001E-03   4.922E+00
 7.454E-03   4.134E+00
 7.937E-03   3.415E+00
 8.451E-03   2.766E+00
 8.999E-03   2.191E+00
 9.582E-03   1.692E+00
 1.020E-02   1.271E+00
 1.086E-02   9.270E-01
 1.157E-02   6.564E-01
 1.232E-02   4.519E-01
 1.311E-02   3.033E-01
 1.396E-02   1.995E-01
 1.487E-02   1.293E-01
 1.583E-02   8.307E-02
 1.686E-02   5.324E-02
 1.795E-02   3.420E-02
 1.911E-02   2.213E-02
 2.035E-02   1.447E-02
 2.167E-02   9.596E-03
 2.307E-02   6.471E-03
 2.457E-02   4.451E-03
 2.616E-02   3.130E-03
 2.785E-02   2.250E-03
 2.966E-02   1.650E-03
 3.158E-02   1.226E-03
 3.363E-02   9.165E-04
 3.581E-02   6.871E-04
 3.813E-02   5.185E-04
 4.060E-02   3.977E-04
 4.323E-02   3.129E-04
 4.603E-02   2.531E-04
 4.901E-02   2.094E-04
 5.218E-02   1.762E-04
 5.556E-02   1.518E-04
 5.916E-02   1.360E-04
 6.300E-02   1.284E-04
 6.708E-02   1.288E-04
 7.142E-02   1.377E-04
 7.605E-02   1.581E-04
 8.098E-02   1.945E-04
 8.622E-02   2.537E-04
 9.181E-02   3.453E-04
 9.776E-02   4.832E-04
 1.041E-01   6.867E-04
 1.108E-01   9.809E-04
 1.180E-01   1.398E-03
 1.257E-01   1.980E-03
 1.338E-01   2.774E-03
 1.425E-01   3.841E-03
 1.517E-01   5.248E-03
 1.615E-01   7.070E-03
 1.720E-01   9.390E-03
 1.831E-01   1.230E-02
 1.950E-01   1.588E-02
 2.076E-01   2.023E-02
 2.211E-01   2.544E-02
 2.354E-01   3.159E-02
 2.507E-01   3.875E-02
 2.669E-01   4.699E-02
 2.842E-01   5.636E-02
 3.026E-01   6.690E-02
 3.222E-01   7.863E-02
 3.431E-01   9.154E-02
 3.653E-01   1.056E-01
 3.890E-01   1.209E-01
 4.142E-01   1.372E-01
 4.410E-01   1.546E-01
 4.696E-01   1.730E-01
 5.000E-01   1.923E-01
