 1.000E-03   7.328E+01
 1.065E-03   7.114E+01
 1.134E-03   6.890E+01
 1.207E-03   6.659E+01
 1.285E-03   6.421E+01
 1.369E-03   6.178E+01
 1.457E-03   5.932E+01
 1.552E-03   5.683E+01
 1.652E-03   5.433E+01
 1.759E-03   5.183E+01
 1.873E-03   4.935E+01
 1.995E-03   4.689E+01
 2.124E-03   4.446E+01
 2.262E-03   4.207E+01
 2.408E-03   3.973E+01
 2.564E-03   3.744E+01
 2.730E-03   3.521E+01
 2.907E-03   3.304E+01
 3.095E-03   3.095E+01
 3.296E-03   2.893E+01
 3.510E-03   2.698E+01
 3.737E-03   2.511E+01
 3.979E-03   2.332E+01
 4.237E-03   2.160E+01
 4.511E-03   1.997E+01
 4.804E-03   1.842E+01
 5.115E-03   1.694E+01
 5.446E-03   1.555E+01
 5.799E-03   1.423E+01
 6.175E-03   1.298E+01
 6.575E-03   1.180E+01
 7.001E-03   1.069E+01
 7.454E-03   9.646E+00
 7.937E-03   8.664E+00
 8.451E-03   7.741E+00
 8.999E-03   6.875E+00
 9.582E-03   6.064E+00
 1.020E-02   5.307E+00
 1.086E-02   4.604E+00
 1.157E-02   3.955E+00
 1.232E-02   3.361E+00
 1.311E-02   2.824E+00
 1.396E-02   2.345E+00
 1.487E-02   1.924E+00
 1.583E-02   1.560E+00
 1.686E-02   1.251E+00
 1.795E-02   9.936E-01
 1.911E-02   7.826E-01
 2.035E-02   6.125E-01
 2.167E-02   4.775E-01
 2.307E-02   3.720E-01
 2.457E-02   2.905E-01
 2.616E-02   2.281E-01
 2.785E-02   1.806E-01
 2.966E-02   1.440E-01
 3.158E-02   1.152E-01
 3.363E-02   9.203E-02
 3.581E-02   7.321E-02
 3.813E-02   5.813E-02
 4.060E-02   4.644E-02
 4.323E-02   3.760E-02
 4.603E-02   3.091E-02
 4.901E-02   2.564E-02
 5.218E-02   2.130E-02
 5.556E-02   1.773E-02
 5.916E-02   1.489E-02
 6.300E-02   1.269E-02
 6.708E-02   1.096E-02
 7.142E-02   9.557E-03
 7.605E-02   8.435E-03
 8.098E-02   7.582E-03
 8.622E-02   6.962E-03
 9.181E-02   6.537E-03
 9.776E-02   6.304E-03
 1.041E-01   6.269E-03
 1.108E-01   6.438E-03
 1.180E-01   6.832E-03
 1.257E-01   7.480E-03
 1.338E-01   8.423E-03
 1.425E-01   9.708E-03
 1.517E-01   1.139E-02
 1.615E-01   1.354E-02
 1.720E-01   1.623E-02
 1.831E-01   1.953E-02
 1.950E-01   2.353E-02
 2.076E-01   2.829E-02
 2.211E-01   3.391E-02
 2.354E-01   4.045E-02
 2.507E-01   4.799E-02
 2.669E-01   5.656E-02
 2.842E-01   6.623E-02
 3.026E-01   7.702E-02
 3.222E-01   8.895E-02
 3.431E-01   1.020E-01
 3.653E-01   1.162E-01
 3.890E-01   1.315E-01
 4.142E-01   1.478E-01
 4.410E-01   1.652E-01
 4.696E-01   1.835E-01
 5.000E-01   2.026E-01
