 1.000E-03   2.951E+01
 1.065E-03   2.787E+01
 1.134E-03   2.617E+01
 1.207E-03   2.442E+01
 1.285E-03   2.267E+01
 1.369E-03   2.092E+01
 1.457E-03   1.920E+01
 1.552E-03   1.752E+01
 1.652E-03   1.591E+01
 1.759E-03   1.435E+01
 1.873E-03   1.286E+01
 1.995E-03   1.145E+01
 2.124E-03   1.011E+01
 2.262E-03   8.852E+00
 2.408E-03   7.672E+00
 2.564E-03   6.574E+00
 2.730E-03   5.558E+00
 2.907E-03   4.628E+00
 3.095E-03   3.786E+00
 3.296E-03   3.034E+00
 3.510E-03   2.375E+00
 3.737E-03   1.809E+00
 3.979E-03   1.336E+00
 4.237E-03   9.530E-01
 4.511E-03   6.545E-01
 4.804E-03   4.316E-01
 5.115E-03   2.729E-01
 5.446E-03   1.654E-01
 5.799E-03   9.637E-02
 6.175E-03   5.410E-02
 6.575E-03   2.940E-02
 7.001E-03   1.554E-02
 7.454E-03   8.033E-03
 7.937E-03   4.080E-03
 8.451E-03   2.045E-03
 8.999E-03   1.016E-03
 9.582E-03   5.027E-04
 1.020E-02   2.485E-04
 1.086E-02   1.232E-04
 1.157E-02   6.151E-05
 1.232E-02   3.105E-05
 1.311E-02   1.590E-05
 1.396E-02   8.286E-06
 1.487E-02   4.409E-06
 1.583E-02   2.400E-06
 1.686E-02   1.339E-06
 1.795E-02   7.670E-07
 1.911E-02   4.510E-07
 2.035E-02   2.725E-07
 2.167E-02   1.694E-07
 2.307E-02   1.084E-07
 2.457E-02   7.166E-08
 2.616E-02   4.903E-08
 2.785E-02   3.479E-08
 2.966E-02   2.564E-08
 3.158E-02   1.965E-08
 3.363E-02   1.580E-08
 3.581E-02   1.370E-08
 3.813E-02   1.353E-08
 4.060E-02   1.631E-08
 4.323E-02   2.486E-08
 4.603E-02   4.613E-08
 4.901E-02   9.661E-08
 5.218E-02   2.138E-07
 5.556E-02   4.799E-07
 5.916E-02   1.067E-06
 6.300E-02   2.320E-06
 6.708E-02   4.892E-06
 7.142E-02   9.971E-06
 7.605E-02   1.962E-05
 8.098E-02   3.725E-05
 8.622E-02   6.833E-05
 9.181E-02   1.212E-04
 9.776E-02   2.079E-04
 1.041E-01   3.460E-04
 1.108E-01   5.588E-04
 1.180E-01   8.775E-04
 1.257E-01   1.342E-03
 1.338E-01   2.001E-03
 1.425E-01   2.913E-03
 1.517E-01   4.148E-03
 1.615E-01   5.781E-03
 1.720E-01   7.900E-03
 1.831E-01   1.059E-02
 1.950E-01   1.396E-02
 2.076E-01   1.808E-02
 2.211E-01   2.307E-02
 2.354E-01   2.900E-02
 2.507E-01   3.595E-02
 2.669E-01   4.400E-02
 2.842E-01   5.318E-02
 3.026E-01   6.356E-02
 3.222E-01   7.514E-02
 3.431E-01   8.794E-02
 3.653E-01   1.019E-01
 3.890E-01   1.171E-01
 4.142E-01   1.334E-01
 4.410E-01   1.508E-01
 4.696E-01   1.692E-01
 5.000E-01   1.885E-01
